"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"021370";"улица Фёдора Полетаева";"ул. Фёдора Полетаева";"ulicza Fyodora Poletaeva";"001";"";"0506;0513";"77000000000003000";"58482366";
"021380";"улица Марии Поливановой";"ул. Марии Поливановой";"ulicza Marii Polivanovoj";"001";"";"0820";"77000000000336400";"58482367";
"021400";"улица Поликарпова";"ул. Поликарпова";"ulicza Polikarpova";"001";"";"0202;0217";"77000000000233300";"58482368";
"021410";"Полимерная улица";"Полимерная ул.";"Polimernaya ulicza";"001";"";"0411";"77000000000043500";"58482369";
"021420";"Политехнический проезд";"Политехнический пр.";"Politexnicheskij proezd";"003";"";"0108";"77000000000233400";"58482370";
"021430";"Полковая улица";"Полковая ул.";"Polkovaya ulicza";"001";"";"0309";"77000000000378300";"58482371";
"021440";"улица Полосухина";"ул. Полосухина";"ulicza Polosuxina";"001";"";"0819";"77000000000233500";"58482372";
"021450";"Полоцкая улица";"Полоцкая ул.";"Poloczkaya ulicza";"001";"";"0807";"77000000000233600";"58482373";
"021460";"Полтавская улица";"Полтавская ул.";"Poltavskaya ulicza";"001";"";"0213";"77000000000233700";"58482374";
"021465";"улица Маршала Полубоярова";"ул. Маршала Полубоярова";"ulicza Marshala Poluboyarova";"001";"";"0504";"77000000000419000";"58482375";
"021470";"Полуярославская набережная";"Полуярославская наб.";"Poluyaroslavskaya naberezhnaya";"005";"";"0107";"77000000000378400";"58482376";
"021480";"Большой Полуярославский переулок";"Б. Полуярославский пер.";"Bol`shoj Poluyaroslavskij pereulok";"002";"";"0102;0107";"77000000000233800";"58482377";
"021490";"Малый Полуярославский переулок";"М. Полуярославский пер.";"Maly'j Poluyaroslavskij pereulok";"002";"";"0107";"77000000000378500";"58482378";
"021500";"улица Большая Полянка";"ул. Б. Полянка";"ulicza Bol`shaya Polyanka";"001";"";"0110";"77000000000233900";"58482379";
"021510";"улица Малая Полянка";"ул. М. Полянка";"ulicza Malaya Polyanka";"001";"";"0110";"77000000000234000";"58482380";
"021516";"улица Поляны";"ул. Поляны";"ulicza Polyany'";"001";"";"0708;0711";"77000000000395700";"58482382";
"021520";"Полянский переулок";"Полянский пер.";"Polyanskij pereulok";"002";"";"0110";"77000000000234300";"58482383";
"021525";"2-й Полянский переулок";"2-й Полянский пер.";"Vtoroj Polyanskij pereulok";"002";"";"0110";"77000000000234200";"58482384";
"021540";"Полярная улица";"Полярная ул.";"Polyarnaya ulicza";"001";"";"0314;0316";"77000000000234400";"58482385";
"021545";"Полярный проезд";"Полярный пр.";"Polyarny'j proezd";"003";"";"0314";"77000000000419100";"58482386";
"021550";"Померанцев переулок";"Померанцев пер.";"Pomeranczev pereulok";"002";"";"0109";"77000000000234500";"58482387";
"021560";"Поморская улица";"Поморская ул.";"Pomorskaya ulicza";"001";"";"0302;0311";"77000000000234600";"58482388";
"021562";"Поморский проезд";"Поморский пр.";"Pomorskij proezd";"003";"";"0302;0311";"77000000000431800";"58482389";
"021565";"улица Академика Понтрягина";"ул. Академика Понтрягина";"ulicza Akademika Pontryagina";"001";"";"0711";"77000000000427100";"58482390";
"021570";"Поперечный просек";"Поперечный просек";"Poperechny'j prosek";"014";"";"0418";"77000000000234700";"58482391";
"021571";"1-й Поперечный проезд";"1-й Поперечный пр.";"Pervy'j Poperechny'j proezd";"003";"";"0310";"77000000000419200";"58482392";
"021572";"2-й Поперечный проезд";"2-й Поперечный пр.";"Vtoroj Poperechny'j proezd";"003";"";"0310";"77000000000419300";"58482393";
"021580";"Попов проезд";"Попов пр.";"Popov proezd";"003";"";"0418";"77000000000234800";"58482394";
"021585";"Попутная улица";"Попутная ул.";"Poputnaya ulicza";"001";"";"0816";"77000000000234900";"58482395";
"021600";"улица Маши Порываевой";"ул. Маши Порываевой";"ulicza Mashi Pory'vaevoj";"001";"";"0104";"77000000000067600";"58482396";
"021610";"Порядковый переулок";"Порядковый пер.";"Poryadkovy'j pereulok";"002";"";"0108";"77000000000058300";"58482397";
"021615";"Поселковая улица";"Поселковая ул.";"Poselkovaya ulicza";"001";"";"0409";"77000000000043600";"58482398";
"021620";"Посланников переулок";"Посланников пер.";"Poslannikov pereulok";"002";"";"0102";"77000000000235100";"58482399";
"021630";"Последний переулок";"Последний пер.";"Poslednij pereulok";"002";"";"0105";"77000000000235200";"58482400";
"021650";"Потаповский переулок";"Потаповский пер.";"Potapovskij pereulok";"002";"";"0102";"77000000000235300";"58482401";
"021670";"Потешная улица";"Потешная ул.";"Poteshnaya ulicza";"001";"";"0415";"77000000000235400";"58482403";
"021680";"Походный проезд";"Походный пр.";"Poxodny'j proezd";"003";"";"0903;0908";"77000000000235500";"58482404";
"021690";"Большая Почтовая улица";"Б. Почтовая ул.";"Bol`shaya Pochtovaya ulicza";"001";"";"0102";"77000000000235600";"58482405";
"021700";"Малая Почтовая улица";"М. Почтовая ул.";"Malaya Pochtovaya ulicza";"001";"";"0102";"77000000000235700";"58482406";
"021710";"улица Правды";"ул. Правды";"ulicza Pravdy'";"001";"";"0202";"77000000000235800";"58482407";
"021720";"Правобережная улица";"Правобережная ул.";"Pravoberezhnaya ulicza";"001";"";"0211";"77000000000235900";"58482408";
"021740";"Прасковьина улица";"Прасковьина ул.";"Praskov`ina ulicza";"001";"";"0310";"77000000000236100";"58482409";
"021750";"Верхний Предтеченский переулок";"Верх. Предтеченский пер.";"Verxnij Predtechenskij pereulok";"002";"";"0106";"77000000000236300";"58482410";
"021760";"Малый Предтеченский переулок";"М. Предтеченский пер.";"Maly'j Predtechenskij pereulok";"002";"";"0106";"77000000000236400";"58482411";
"021770";"Преображенская набережная";"Преображенская наб.";"Preobrazhenskaya naberezhnaya";"005";"";"0415";"77000000000378700";"58482412";
"021780";"Преображенская площадь";"Преображенская пл.";"Preobrazhenskaya ploshhad`";"004";"";"0415";"77000000000236500";"58482413";
"021790";"Преображенская улица";"Преображенская ул.";"Preobrazhenskaya ulicza";"001";"";"0415";"77000000000236600";"58482414";
"021800";"улица Преображенский Вал";"ул. Преображенский Вал";"ulicza Preobrazhenskij Val";"001";"";"0415";"77000000000236700";"58482415";
"021805";"Пресненская набережная";"Пресненская наб.";"Presnenskaya naberezhnaya";"005";"";"0106";"77000000000738800";"58482416";
"021810";"улица Пресненский Вал";"ул. Пресненский Вал";"ulicza Presnenskij Val";"001";"";"0106";"77000000000236800";"58482417";
"021820";"Пресненский переулок";"Пресненский пер.";"Presnenskij pereulok";"002";"";"0106";"77000000000236900";"58482418";
"021830";"улица Пржевальского";"ул. Пржевальского";"ulicza Przheval`skogo";"001";"";"0820";"77000000000237200";"58482419";
"021831";"Привольная улица";"Привольная ул.";"Privol`naya ulicza";"001";"";"0504";"77000000000237400";"58482420";
"021832";"Привольный проезд";"Привольный пр.";"Privol`ny'j proezd";"003";"";"0504";"77000000000237500";"58482421";
"021840";"Прибрежный проезд";"Прибрежный пр.";"Pribrezhny'j proezd";"003";"";"0211";"77000000000237300";"58482422";
"021848";"Приозёрная улица";"Приозёрная ул.";"Priozyornaya ulicza";"001";"";"0212";"77000000000237600";"58482423";
"021850";"улица Приорова";"ул. Приорова";"ulicza Priorova";"001";"";"0210";"77000000000037700";"58482424";
"021860";"Причальный проезд";"Причальный пр.";"Prichal`ny'j proezd";"003";"";"0106;0906";"77000000000237800";"58482426";
"021861";"Приречная улица";"Приречная ул.";"Prirechnaya ulicza";"001";"";"0811";"77000000000237700";"58482427";
"021870";"улица Пришвина";"ул. Пришвина";"ulicza Prishvina";"001";"";"0304";"77000000000237900";"58482428";
"021880";"Приютский переулок";"Приютский пер.";"Priyutskij pereulok";"002";"";"0108";"77000000000058400";"58482429";
"021890";"1-я Прогонная улица";"1-я Прогонная ул.";"Pervaya Progonnaya ulicza";"001";"";"0403";"77000000000238000";"58482430";
"021900";"2-я Прогонная улица";"2-я Прогонная ул.";"Vtoraya Progonnaya ulicza";"001";"";"0403";"77000000000238100";"58482431";
"021905";"Продольная аллея";"Продольная аллея";"Prodol`naya alleya";"009";"";"0215";"77000000000378800";"58482432";
"021910";"Продольный проезд";"Продольный пр.";"Prodol`ny'j proezd";"003";"";"0310";"77000000000378900";"58482433";
"021912";"проектируемый проезд № 1438";"пр.пр. № 1438";"proektiruemy'j proezd № Odna Ty'syacha Chety'resta Tridczat` Vosem`";"032";"";"0820";"77000000000748500";"58482434";
"021916";"проектируемый проезд № 3683";"пр.пр. № 3683";"proektiruemy'j proezd № Tri Ty'syachi Shest`sot Vosem`desyat Tri";"032";"";"0515";"77000000000419500";"58482436";
"021918";"проектируемый проезд № 3712";"пр.пр. № 3712";"proektiruemy'j proezd № Tri Ty'syachi Sem`sot Dvenadczat`";"032";"";"0511";"77000000000343000";"58482437";
"021921";"проектируемый проезд № 5092";"пр.пр. № 5092";"proektiruemy'j proezd № Pyat` Ty'syach Devyanosto Dva";"032";"";"0307";"77000000000449300";"58482439";
